"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1983-12-07",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"2.8",",,0","-3.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1983-12-08",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"-1.1",",,0","-5.6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1983-12-09",,,,,,,"0.5",",,0,2400","5.0",",,0","0.0",",,0",,,"0.0",",,0","-5.6",",,0",,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1983-12-10",,,,,,,"0.3",",,0,2400","3.0",",,0","0.0","T,,0",,,"2.2",",,0","-0.6",",,0",,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1983-12-11",,,,,,,"0.0","T,,0,2400","0.0",",,0","0.0","T,,0",,,"3.9",",,0","0.6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1983-12-12",,,,,,,"0.0","T,,0,2400","0.0",",,0","0.0",",,0",,,"2.8",",,0","-0.6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1983-12-13",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"1.7",",,0","-1.7",",,0",,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1983-12-14",,,,,,,"11.7",",,0,2400","18.0",",,0","0.0","T,,0",,,"1.7",",,0","0.6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1983-12-15",,,,,,,"1.8",",,0,2400","18.0",",,0","0.0","T,,0",,,"2.2",",,0","-4.4",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1983-12-16",,,,,,,"0.0",",,0,2400","0.0",",,0","25.0",",,0",,,"-1.1",",,0","-5.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1983-12-17",,,,,,,"0.0","T,,0,2400","0.0","T,,0","25.0",",,0",,,"0.0",",,0","-5.0",",,0",,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1983-12-18",,,,,,,"0.0","T,,0,2400","0.0","T,,0","25.0",",,0",,,"-0.6",",,0","-3.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1983-12-19",,,,,,,"0.0",",,0,2400","0.0",",,0","25.0",",,0",,,"1.7",",,0","-5.6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1983-12-20",,,,,,,"0.0",",,0,2400","0.0",",,0","25.0",",,0",,,"-0.6",",,0","-6.1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1983-12-21",,,,,,,"0.0",",,0,2400","0.0",",,0","25.0",",,0",,,"2.2",",,0","-7.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1983-12-22",,,,,,,"0.0",",,0,2400","0.0",",,0","25.0",",,0",,,"-1.1",",,0","-6.7",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1983-12-23",,,,,,,"0.0",",,0,2400","0.0",",,0","25.0",",,0",,,"2.2",",,0","-6.1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1983-12-24",,,,,,,"0.0",",,0,2400","0.0",",,0","25.0",",,0",,,"7.2",",,0","-2.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1983-12-25",,,,,,,"0.0",",,0,2400","0.0",",,0","25.0",",,0",,,"7.8",",,0","2.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1983-12-26",,,,,,,"0.0",",,0,2400","0.0",",,0","25.0",",,0",,,"6.1",",,0","-1.1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1983-12-27",,,,,,,"0.0",",,0,2400","0.0",",,0","25.0",",,0",,,"2.2",",,0","-3.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1983-12-28",,,,,,,"0.0",",,0,2400","0.0",",,0","25.0",",,0",,,"1.1",",,0","-4.4",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1983-12-29",,,,,,,"0.0",",,0,2400","0.0",",,0","25.0",",,0",,,"0.6",",,0","-5.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1983-12-30",,,,,,,"3.6",",,0,2400","0.0","T,,0","25.0",",,0",,,"2.2",",,0","-3.3",",,0",,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1983-12-31",,,,,,,"8.6",",,0,2400","0.0",",,0","25.0",",,0",,,"8.9",",,0","1.1",",,0",,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-01",,,,,,,"25.1",",,0,2400","0.0",",,0","0.0",",,0",,,"9.4",",,0","7.2",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-02",,,,,,,"25.9",",,0,2400","0.0",",,0","0.0",",,0",,,"7.2",",,0","5.0",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-03",,,,,,,"5.1",",,0,2400","0.0",",,0","0.0",",,0",,,"8.3",",,0","3.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-04",,,,,,,"52.3",",,0,2400","0.0",",,0","0.0",",,0",,,"7.2",",,0","3.3",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-05",,,,,,,"2.5",",,0,2400","0.0","T,,0","0.0","T,,0",,,"3.9",",,0","-1.1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-06",,,,,,,"0.3",",,0,2400","3.0",",,0","0.0",",,0",,,"1.7",",,0","-1.1",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-07",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0","T,,0",,,"6.1",",,0","-1.7",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-08",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"6.7",",,0","5.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-09",,,,,,,"12.4",",,0,2400","0.0",",,0","0.0",",,0",,,"7.8",",,0","5.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-10",,,,,,,"8.6",",,0,2400","0.0",",,0","0.0",",,0",,,"6.7",",,0","4.4",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-11",,,,,,,"3.3",",,0,2400","0.0",",,0","0.0",",,0",,,"6.1",",,0","2.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-12",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"5.0",",,0","1.7",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-13",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"4.4",",,0","-5.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-14",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"4.4",",,0","0.0",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-15",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"2.8",",,0","-1.7",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-16",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0",",,0",,,"1.7",",,0","-0.6",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-17",,,,,,,"2.0",",,0,2400","0.0","T,,0","0.0",",,0",,,"2.8",",,0","0.0",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-18",,,,,,,"3.8",",,0,2400","0.0","T,,0","0.0","T,,0",,,"3.9",",,0","0.6",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-19",,,,,,,"18.0",",,0,2400","0.0",",,0","0.0",",,0",,,"4.4",",,0","2.2",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-20",,,,,,,"54.4",",,0,2400","0.0",",,0","0.0",",,0",,,"4.4",",,0","2.2",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-21",,,,,,,"15.2",",,0,2400","0.0",",,0","0.0",",,0",,,"4.4",",,0","2.8",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-22",,,,,,,"31.2",",,0,2400","0.0",",,0","0.0",",,0",,,"5.0",",,0","2.2",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-23",,,,,,,"4.6",",,0,2400","13.0",",,0","0.0",",,0",,,"5.0",",,0","0.0",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-24",,,,,,,"10.7",",,0,2400","8.0",",,0","0.0","T,,0",,,"1.7",",,0","-1.1",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-25",,,,,,,"1.5",",,0,2400","0.0","T,,0","0.0","T,,0",,,"1.7",",,0","-1.1",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-26",,,,,,,"39.1",",,0,2400","0.0",",,0","0.0",",,0",,,"7.2",",,0","1.7",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-27",,,,,,,"10.9",",,0,2400","0.0","T,,0","0.0",",,0",,,"6.7",",,0","3.3",",,0",,,,,,,,,,,"    1",",,X",,,"    1",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-28",,,,,,,"6.4",",,0,2400","0.0",",,0","0.0",",,0",,,"5.6",",,0","1.7",",,0",,,,,,,,,,,,,,,"    1",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-29",,,,,,,"16.5",",,0,2400","0.0",",,0","0.0",",,0",,,"6.7",",,0","2.8",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-30",,,,,,,"19.1",",,0,2400","0.0",",,0","0.0",",,0",,,"7.2",",,0","5.0",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-01-31",,,,,,,"4.6",",,0,2400","0.0",",,0","0.0",",,0",,,"5.0",",,0","2.8",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-01",,,,,,,"18.3",",,0,2400","0.0","T,,0","0.0",",,0",,,"6.7",",,0","3.3",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-02",,,,,,,"10.2",",,0,2400","0.0","T,,0","0.0",",,0",,,"6.1",",,0","1.7",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-03",,,,,,,"18.5",",,0,2400","0.0",",,0","0.0",",,0",,,"8.3",",,0","1.7",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-04",,,,,,,"12.2",",,0,2400","0.0","T,,0","0.0",",,0",,,"8.3",",,0","2.8",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-05",,,,,,,"0.0","T,,0,2400","0.0",",,0","0.0",",,0",,,"6.1",",,0","1.7",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-06",,,,,,,"18.3",",,0,2400","0.0",",,0","0.0",",,0",,,"6.7",",,0","5.0",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-07",,,,,,,"18.3",",,0,2400","8.0",",,0","0.0",",,0",,,"8.3",",,0","-2.8",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-08",,,,,,,"0.0",",,0,2400","0.0",",,0","0.0","T,,0",,,"0.6",",,0","-4.4",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-09",,,,,,,"3.6",",,0,2400","36.0",",,0","0.0",",,0",,,"1.1",",,0","-3.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-10",,,,,,,"3.0",",,0,2400","30.0",",,0","51.0",",,0",,,"3.3",",,0","-1.1",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-11",,,,,,,"4.3",",,0,2400","0.0",",,0","0.0","T,,0",,,"5.0",",,0","2.2",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-12",,,,,,,"11.4",",,0,2400","0.0",",,0","0.0",",,0",,,"6.1",",,0","3.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-13",,,,,,,"31.8",",,0,2400","0.0","T,,0","0.0",",,0",,,"5.0",",,0","2.8",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-14",,,,,,,"5.8",",,0,2400","0.0","T,,0","0.0","T,,0",,,"6.1",",,0","0.6",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-15",,,,,,,"10.9",",,0,2400","0.0",",,0","0.0",",,0",,,"5.6",",,0","2.8",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-16",,,,,,,"8.6",",,0,2400","0.0",",,0","0.0",",,0",,,"6.7",",,0","3.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-17",,,,,,,"21.8",",,0,2400","0.0","T,,0","0.0",",,0",,,"6.1",",,0","1.1",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-18",,,,,,,"7.6",",,0,2400","0.0","T,,0","0.0","T,,0",,,"7.8",",,0","1.1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-19",,,,,,,"11.4",",,0,2400","0.0",",,0","0.0",",,0",,,"8.3",",,0","5.6",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-20",,,,,,,"7.4",",,0,2400","0.0","T,,0","0.0",",,0",,,"5.6",",,0","1.1",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-21",,,,,,,"5.8",",,0,2400","58.0",",,0","51.0",",,0",,,"3.9",",,0","-0.6",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-22",,,,,,,"13.0",",,0,2400","61.0",",,0","0.0","T,,0",,,"4.4",",,0","0.6",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-23",,,,,,,"13.0",",,0,2400","130.0",",,0","51.0",",,0",,,"3.3",",,0","0.0",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-24",,,,,,,"6.6",",,0,2400","66.0",",,0","76.0",",,0",,,"2.8",",,0","-1.1",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","1984-02-25",,,,,,,"0.0",",,0,2400","0.0",",,0","51.0",",,0",,,"5.0",",,0","0.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
